customer_id,first_name,last_name,tiktok_campaign,tiktok_cpa,tiktok_conversion,tiktok_dates,email_campaign,email_cpa,email_conversion,email_dates
472,Daryle,Guyot,cross product,$7.28 ,FALSE,1/25/22,welcome,$1.02 ,TRUE,12/8/22
473,Stella,Halm,cross product,$0.68 ,FALSE,12/25/22,abandoned cart,$9.75 ,FALSE,8/28/22
474,Jud,De Roeck,welcome,$5.16 ,TRUE,10/24/22,cross product,$9.83 ,TRUE,1/4/22
475,Taite,Bellini,cross product,$1.66 ,FALSE,9/2/22,welcome,$7.94 ,TRUE,5/10/22
476,Dorotea,Demangeon,frequency purchase,$4.23 ,FALSE,4/2/22,cross product,$3.35 ,TRUE,9/10/22
477,Maribeth,Cottey,cross product,$2.50 ,TRUE,9/15/22,frequency purchase,$8.50 ,FALSE,10/18/22
478,Nanci,Barbier,abandoned cart,$3.70 ,FALSE,1/2/22,frequency purchase,$6.32 ,FALSE,11/21/22
479,Ana,Wooster,frequency purchase,$7.44 ,TRUE,7/13/22,welcome,$6.78 ,FALSE,4/26/22
480,Maible,Geddes,product launch,$6.00 ,FALSE,9/17/22,abandoned cart,$4.87 ,TRUE,3/23/22
481,Timmy,Greve,frequency purchase,$1.71 ,FALSE,4/25/22,welcome,$4.00 ,FALSE,2/14/22
482,Papageno,Handscombe,product launch,$3.28 ,TRUE,3/31/22,abandoned cart,$6.42 ,TRUE,12/15/22
483,Brandon,Loosmore,frequency purchase,$3.99 ,FALSE,4/22/22,abandoned cart,$0.77 ,FALSE,7/12/22
484,Toma,Fairburn,frequency purchase,$4.32 ,TRUE,3/14/22,welcome,$3.49 ,FALSE,8/13/22
485,Boy,Agglio,cross product,$8.82 ,FALSE,4/10/22,frequency purchase,$2.08 ,FALSE,2/26/22
486,Justus,Naper,frequency purchase,$0.05 ,TRUE,5/17/22,welcome,$2.77 ,TRUE,11/6/22
487,Joela,McNutt,frequency purchase,$0.53 ,FALSE,3/23/22,welcome,$9.95 ,FALSE,11/20/22
488,Nanine,Charer,product launch,$1.59 ,TRUE,10/13/22,welcome,$7.04 ,TRUE,5/22/22
489,Arlene,Shillam,we missed you,$9.98 ,FALSE,3/17/22,cross product,$7.92 ,FALSE,11/16/22
490,Nevil,Reddie,frequency purchase,$6.72 ,TRUE,2/9/22,frequency purchase,$8.04 ,TRUE,10/26/22
491,Iolande,Blowen,welcome,$6.69 ,TRUE,8/15/22,abandoned cart,$4.72 ,TRUE,6/20/22
492,Tandi,Gilstin,frequency purchase,$0.75 ,TRUE,10/2/22,welcome,$3.72 ,TRUE,7/28/22
493,Far,Thorley,frequency purchase,$2.20 ,FALSE,7/31/22,product launch,$4.60 ,TRUE,4/18/22
494,Templeton,Mithun,abandoned cart,$5.45 ,TRUE,8/6/22,frequency purchase,$0.91 ,FALSE,5/26/22
495,Aubrie,Izkovitz,product launch,$4.33 ,FALSE,6/4/22,abandoned cart,$6.94 ,TRUE,10/11/22
496,Lenette,Sutlieff,welcome,$7.87 ,TRUE,7/30/22,abandoned cart,$5.00 ,TRUE,10/19/22
497,Ricky,Lowndsbrough,frequency purchase,$4.42 ,FALSE,6/5/22,frequency purchase,$0.34 ,TRUE,10/23/22
498,Amandy,Bloodworth,cross product,$8.13 ,TRUE,9/30/22,frequency purchase,$3.08 ,FALSE,8/3/22
499,Lorraine,Kirsch,cross product,$0.69 ,FALSE,10/21/22,welcome,$4.48 ,TRUE,2/6/22
500,Teri,Buckham,frequency purchase,$2.16 ,FALSE,2/4/22,frequency purchase,$9.56 ,FALSE,3/29/22
501,Derek,Robbeke,abandoned cart,$2.29 ,FALSE,7/19/22,welcome,$8.90 ,FALSE,5/15/22
502,Aluin,Ferraron,product launch,$7.05 ,TRUE,6/30/22,cross product,$8.53 ,FALSE,4/7/22
503,Elaina,Edensor,frequency purchase,$3.55 ,FALSE,5/14/22,abandoned cart,$4.10 ,TRUE,5/11/22
504,Asher,Iglesiaz,frequency purchase,$0.67 ,TRUE,4/21/22,welcome,$5.69 ,TRUE,5/14/22
505,Archambault,Damiata,product launch,$1.86 ,FALSE,8/18/22,cross product,$9.58 ,TRUE,8/11/22
506,Lida,Mewe,welcome,$7.54 ,TRUE,8/14/22,welcome,$0.69 ,FALSE,9/1/22
507,Alanna,Darte,product launch,$9.17 ,TRUE,12/27/22,frequency purchase,$2.11 ,TRUE,7/8/22
508,Elora,Gabler,cross product,$7.10 ,TRUE,6/5/22,frequency purchase,$2.49 ,FALSE,9/21/22
509,Gustavus,Lepope,frequency purchase,$8.38 ,TRUE,9/8/22,abandoned cart,$8.03 ,FALSE,5/2/22
510,Rod,Reiner,cross product,$2.07 ,FALSE,9/10/22,abandoned cart,$3.48 ,FALSE,6/10/22
511,Adi,McDuall,we missed you,$9.49 ,FALSE,12/27/22,welcome,$3.68 ,TRUE,5/1/22
512,Marv,Howen,product launch,$7.53 ,FALSE,3/13/22,welcome,$7.56 ,FALSE,10/22/22
513,Dael,Bergin,frequency purchase,$8.63 ,TRUE,6/26/22,frequency purchase,$4.89 ,FALSE,6/23/22
514,Andriette,Thow,cross product,$6.88 ,FALSE,11/24/22,we missed you,$8.33 ,TRUE,3/31/22
515,Earlie,Southernwood,frequency purchase,$4.45 ,FALSE,12/4/22,welcome,$4.52 ,TRUE,3/29/22
516,Frasquito,Wandrey,cross product,$6.99 ,TRUE,8/6/22,welcome,$4.87 ,TRUE,1/25/22
517,Ketty,Whistlecraft,welcome,$9.81 ,FALSE,4/9/22,abandoned cart,$2.38 ,TRUE,4/23/22
518,Sibby,Klageman,frequency purchase,$1.01 ,FALSE,2/5/22,frequency purchase,$9.57 ,TRUE,10/21/22
519,Megen,Maron,frequency purchase,$5.75 ,TRUE,7/9/22,product launch,$7.46 ,FALSE,5/3/22
520,Winston,Gorner,product launch,$0.86 ,TRUE,9/7/22,welcome,$5.20 ,TRUE,10/21/22
521,Victoria,Von Hindenburg,abandoned cart,$5.41 ,FALSE,11/5/22,welcome,$1.68 ,TRUE,8/27/22
522,Brew,Gasgarth,frequency purchase,$2.38 ,TRUE,4/28/22,welcome,$2.86 ,FALSE,10/29/22
523,Clemmie,Bullman,product launch,$6.02 ,TRUE,6/23/22,welcome,$6.41 ,TRUE,11/5/22
524,Anderson,Shillaber,product launch,$8.59 ,FALSE,6/1/22,abandoned cart,$3.68 ,TRUE,9/1/22
525,Marcelo,McMeekin,welcome,$9.53 ,FALSE,12/15/22,cross product,$4.89 ,FALSE,2/19/22
526,Genovera,McIlvaney,frequency purchase,$0.65 ,FALSE,12/19/22,welcome,$3.77 ,FALSE,2/26/22
527,Amabelle,Chesley,welcome,$5.91 ,TRUE,5/9/22,frequency purchase,$8.64 ,TRUE,9/29/22
528,Monika,Astbury,abandoned cart,$5.32 ,TRUE,8/5/22,cross product,$9.29 ,TRUE,1/13/22
529,Billy,Fehners,abandoned cart,$9.90 ,FALSE,8/6/22,cross product,$4.24 ,TRUE,2/28/22
530,Barthel,Creggan,cross product,$4.11 ,FALSE,4/8/22,cross product,$6.29 ,FALSE,3/20/22
531,Karlens,Frearson,cross product,$5.33 ,FALSE,1/13/22,frequency purchase,$4.93 ,TRUE,11/3/22
532,Cosmo,Doughill,cross product,$6.63 ,TRUE,10/3/22,welcome,$0.87 ,TRUE,8/4/22
533,Leontine,Offiler,frequency purchase,$5.75 ,TRUE,10/31/22,cross product,$7.96 ,TRUE,8/14/22
534,Forest,Jarville,we missed you,$8.03 ,FALSE,2/10/22,welcome,$5.68 ,TRUE,12/14/22
535,Johnette,Fitt,product launch,$4.61 ,TRUE,8/27/22,product launch,$4.47 ,TRUE,6/11/22
536,Chrissie,Featherstone,cross product,$6.35 ,TRUE,12/30/22,abandoned cart,$0.60 ,FALSE,7/31/22
537,Martelle,Cornwell,frequency purchase,$4.30 ,TRUE,8/23/22,frequency purchase,$8.60 ,FALSE,8/10/22
538,Vail,Malshinger,cross product,$7.01 ,FALSE,3/28/22,product launch,$7.52 ,TRUE,1/9/22
539,Jay,Bergstram,frequency purchase,$2.01 ,FALSE,11/6/22,welcome,$4.96 ,FALSE,1/4/22
540,Myrna,Alibone,frequency purchase,$1.36 ,FALSE,4/12/22,welcome,$0.13 ,TRUE,10/16/22
541,Skye,Sutworth,cross product,$2.54 ,FALSE,3/9/22,product launch,$5.70 ,TRUE,3/12/22
542,Rosalie,Fairweather,frequency purchase,$8.60 ,TRUE,5/1/22,frequency purchase,$0.80 ,TRUE,6/15/22
543,Aurel,McErlaine,cross product,$0.65 ,TRUE,8/18/22,abandoned cart,$3.88 ,TRUE,12/7/22
544,Bunny,Dunnett,product launch,$2.30 ,FALSE,1/30/22,abandoned cart,$7.49 ,FALSE,9/25/22
545,Lesley,Reicharz,cross product,$7.41 ,TRUE,9/8/22,welcome,$3.90 ,FALSE,2/14/22
546,Briana,Callingham,product launch,$3.58 ,FALSE,8/14/22,frequency purchase,$5.43 ,FALSE,12/15/22
547,Pam,Walshaw,cross product,$2.10 ,TRUE,5/8/22,frequency purchase,$8.32 ,FALSE,6/12/22
548,Patin,Tomankowski,cross product,$3.05 ,FALSE,12/7/22,product launch,$3.66 ,TRUE,2/14/22
549,Debee,O'Hallihane,frequency purchase,$4.26 ,TRUE,3/5/22,welcome,$5.54 ,TRUE,8/6/22
550,Wylie,Samwaye,frequency purchase,$0.47 ,TRUE,6/20/22,abandoned cart,$5.25 ,TRUE,8/26/22
551,Andreas,Mapam,welcome,$3.22 ,FALSE,8/2/22,welcome,$9.77 ,TRUE,12/11/22
552,Gabi,Fort,welcome,$4.22 ,FALSE,3/20/22,abandoned cart,$3.52 ,TRUE,5/19/22
553,Roberto,Amoore,cross product,$7.71 ,TRUE,3/16/22,welcome,$8.57 ,TRUE,11/24/22
554,Yul,Butland,cross product,$1.29 ,TRUE,11/13/22,frequency purchase,$1.13 ,FALSE,7/14/22
555,Herman,Spottiswoode,cross product,$8.81 ,FALSE,8/1/22,abandoned cart,$1.77 ,TRUE,11/7/22
556,Bunnie,Kiellor,cross product,$4.09 ,FALSE,2/12/22,cross product,$6.73 ,FALSE,7/1/22
557,Grata,Boother,frequency purchase,$9.23 ,FALSE,9/9/22,we missed you,$1.48 ,TRUE,12/14/22
558,Gerik,Dunstan,welcome,$5.21 ,TRUE,1/22/22,welcome,$8.05 ,FALSE,10/3/22
559,Mufinella,Coxwell,frequency purchase,$2.11 ,TRUE,9/5/22,abandoned cart,$5.25 ,TRUE,6/11/22
560,Constancia,Di Claudio,frequency purchase,$6.87 ,TRUE,5/1/22,abandoned cart,$9.39 ,TRUE,5/23/22
561,Tammara,Gawkroge,frequency purchase,$1.66 ,TRUE,3/31/22,abandoned cart,$6.43 ,TRUE,11/4/22
562,Troy,Bande,frequency purchase,$3.57 ,FALSE,7/28/22,abandoned cart,$7.54 ,TRUE,3/13/22
563,Kiel,Bowlas,cross product,$7.72 ,TRUE,8/20/22,welcome,$4.40 ,FALSE,4/7/22
564,Maynord,Berrecloth,product launch,$8.82 ,TRUE,7/18/22,welcome,$8.93 ,FALSE,5/22/22
565,Austen,Dockrell,product launch,$8.15 ,TRUE,12/15/22,abandoned cart,$8.43 ,TRUE,12/9/22
566,Cleon,Sowley,cross product,$4.68 ,FALSE,9/12/22,abandoned cart,$4.84 ,FALSE,7/5/22
567,Cointon,Spittal,welcome,$4.27 ,FALSE,6/2/22,cross product,$3.72 ,TRUE,4/7/22
568,Alard,Jewess,we missed you,$9.92 ,FALSE,3/3/22,abandoned cart,$2.76 ,TRUE,1/27/22
569,Madelle,Grassot,cross product,$8.99 ,FALSE,2/25/22,abandoned cart,$9.48 ,TRUE,10/23/22
570,Jorgan,Cockton,cross product,$5.62 ,TRUE,1/13/22,frequency purchase,$5.79 ,FALSE,5/26/22
571,Dolf,Alstead,cross product,$1.82 ,FALSE,1/18/22,abandoned cart,$6.63 ,TRUE,4/22/22
572,Pinchas,Waycott,cross product,$1.75 ,TRUE,6/3/22,abandoned cart,$9.05 ,FALSE,6/29/22
573,Josie,Huntington,frequency purchase,$6.35 ,FALSE,7/28/22,welcome,$0.43 ,FALSE,5/8/22
574,Bridie,Serraillier,cross product,$9.90 ,FALSE,10/18/22,welcome,$6.06 ,FALSE,2/28/22
575,Ardine,Banton,frequency purchase,$3.01 ,FALSE,8/6/22,abandoned cart,$2.62 ,TRUE,3/14/22
576,See,Bragge,welcome,$8.62 ,TRUE,8/8/22,abandoned cart,$10.00 ,TRUE,11/5/22
577,Hunfredo,Dooland,frequency purchase,$7.33 ,TRUE,11/4/22,welcome,$2.86 ,FALSE,10/11/22
578,Lena,Kield,frequency purchase,$4.44 ,FALSE,3/18/22,cross product,$4.85 ,FALSE,10/26/22
579,Bryn,Benyon,cross product,$0.44 ,TRUE,10/20/22,cross product,$1.75 ,FALSE,12/15/22
580,Garvy,Clampton,cross product,$6.75 ,FALSE,8/29/22,frequency purchase,$7.37 ,TRUE,10/5/22
581,Cherie,Sivell,we missed you,$3.65 ,TRUE,9/18/22,product launch,$8.62 ,TRUE,1/6/22
582,Nadine,Sweed,frequency purchase,$9.75 ,FALSE,11/14/22,abandoned cart,$7.30 ,TRUE,5/1/22
583,Garey,Buyers,frequency purchase,$7.44 ,TRUE,12/18/22,frequency purchase,$7.48 ,TRUE,5/11/22
584,Robin,Merali,frequency purchase,$3.96 ,FALSE,3/8/22,welcome,$6.71 ,TRUE,12/15/22
585,Cyril,Inman,cross product,$5.51 ,TRUE,1/16/22,abandoned cart,$8.02 ,TRUE,10/22/22
586,Townsend,McMackin,frequency purchase,$8.16 ,FALSE,10/17/22,frequency purchase,$5.04 ,FALSE,10/4/22
587,Raffaello,Base,frequency purchase,$6.85 ,FALSE,6/14/22,welcome,$2.93 ,FALSE,12/3/22
588,Gertrudis,Cosgry,cross product,$2.64 ,TRUE,9/14/22,abandoned cart,$0.39 ,FALSE,10/30/22
589,Kylen,Dimitrescu,cross product,$5.68 ,FALSE,5/29/22,frequency purchase,$7.57 ,TRUE,12/8/22
590,Reynard,Sulter,cross product,$6.20 ,FALSE,11/3/22,welcome,$4.50 ,FALSE,5/11/22
591,Umberto,Goosey,frequency purchase,$1.58 ,FALSE,5/1/22,product launch,$8.21 ,TRUE,10/28/22
592,Brandtr,England,frequency purchase,$7.64 ,FALSE,3/27/22,we missed you,$5.51 ,FALSE,10/15/22
593,Steffane,Whitwam,cross product,$1.41 ,FALSE,8/6/22,welcome,$7.68 ,FALSE,12/17/22
594,Shelia,Prestige,product launch,$1.62 ,TRUE,2/11/22,product launch,$3.97 ,TRUE,7/27/22
595,Jack,Britee,cross product,$6.71 ,TRUE,3/15/22,product launch,$1.20 ,FALSE,6/25/22
596,Hamnet,Calbrathe,cross product,$8.33 ,FALSE,4/11/22,frequency purchase,$5.78 ,FALSE,12/21/22
597,Diena,Roxburch,we missed you,$3.96 ,TRUE,12/1/22,cross product,$3.81 ,TRUE,8/3/22
598,Anne-marie,Browell,product launch,$5.60 ,FALSE,6/2/22,cross product,$8.78 ,FALSE,3/7/22
599,Sumner,Julian,product launch,$9.95 ,FALSE,2/15/22,we missed you,$5.77 ,FALSE,10/5/22
600,Niels,Chainey,product launch,$6.77 ,TRUE,4/29/22,product launch,$6.56 ,FALSE,12/6/22
601,Robinson,Finicj,frequency purchase,$0.58 ,FALSE,11/27/22,welcome,$9.89 ,TRUE,6/10/22
602,Martelle,Ettles,frequency purchase,$6.18 ,TRUE,9/2/22,we missed you,$9.30 ,FALSE,10/27/22
603,Bettye,Browett,product launch,$8.85 ,TRUE,7/7/22,abandoned cart,$5.57 ,TRUE,6/5/22
604,Delinda,Carnall,we missed you,$7.06 ,FALSE,8/6/22,we missed you,$7.67 ,FALSE,1/31/22
605,Cara,Metcalf,abandoned cart,$7.43 ,FALSE,8/12/22,welcome,$5.71 ,FALSE,3/31/22
606,Padgett,Courson,cross product,$7.38 ,TRUE,8/21/22,welcome,$0.02 ,FALSE,2/26/22
607,Kathryn,Nutley,product launch,$0.66 ,TRUE,2/23/22,welcome,$0.24 ,FALSE,10/30/22
608,Stevy,Krop,abandoned cart,$6.85 ,TRUE,5/29/22,abandoned cart,$3.27 ,TRUE,11/25/22
609,Mollee,Dixson,cross product,$2.76 ,TRUE,12/17/22,abandoned cart,$4.12 ,TRUE,9/24/22
610,Thatch,Merry,we missed you,$7.07 ,TRUE,9/8/22,cross product,$1.05 ,TRUE,4/19/22
611,Weston,Dionisio,cross product,$6.39 ,FALSE,12/22/22,we missed you,$4.02 ,TRUE,5/19/22
612,Clayborn,Barrell,frequency purchase,$4.75 ,FALSE,3/10/22,abandoned cart,$6.31 ,FALSE,5/26/22
613,Demeter,Czajka,product launch,$9.52 ,TRUE,10/29/22,abandoned cart,$5.18 ,TRUE,8/18/22
614,Neil,Neate,product launch,$5.30 ,TRUE,10/27/22,cross product,$4.34 ,TRUE,6/15/22
615,Blanch,MacArd,cross product,$1.58 ,FALSE,6/16/22,frequency purchase,$9.36 ,TRUE,10/16/22
616,Auberon,Busson,frequency purchase,$0.58 ,TRUE,9/19/22,product launch,$9.19 ,FALSE,7/21/22
617,Agata,Peile,frequency purchase,$5.21 ,TRUE,2/24/22,abandoned cart,$9.26 ,TRUE,6/16/22
618,Claiborn,Bruck,frequency purchase,$5.61 ,FALSE,6/14/22,abandoned cart,$8.63 ,FALSE,2/25/22
619,Chrisse,Ciciari,cross product,$2.11 ,TRUE,9/5/22,welcome,$7.24 ,TRUE,11/8/22
620,Deerdre,Rock,abandoned cart,$6.70 ,FALSE,7/24/22,welcome,$8.45 ,FALSE,9/23/22
621,Jessee,Tremoille,frequency purchase,$2.55 ,TRUE,11/6/22,abandoned cart,$6.52 ,FALSE,2/24/22
622,Talbot,Rentenbeck,frequency purchase,$2.98 ,FALSE,4/24/22,frequency purchase,$6.26 ,FALSE,3/2/22
623,Nikolas,Gelletly,frequency purchase,$3.09 ,TRUE,2/24/22,frequency purchase,$9.86 ,TRUE,4/11/22
624,Colan,Edmundson,cross product,$0.26 ,TRUE,3/5/22,welcome,$1.34 ,TRUE,11/22/22
625,Roxanne,Blabie,frequency purchase,$2.14 ,TRUE,8/28/22,frequency purchase,$4.87 ,TRUE,6/12/22
626,Benson,Dubs,frequency purchase,$9.99 ,FALSE,5/1/22,welcome,$5.28 ,TRUE,12/22/22
627,Cristionna,Harwick,product launch,$1.91 ,FALSE,8/7/22,frequency purchase,$8.03 ,TRUE,8/11/22
628,Filbert,Cobley,cross product,$5.63 ,FALSE,4/12/22,welcome,$0.62 ,FALSE,10/17/22
629,Alexander,Pavlovic,cross product,$2.50 ,TRUE,3/7/22,cross product,$0.44 ,FALSE,1/31/22
630,Sandro,Bonevant,product launch,$5.71 ,FALSE,10/11/22,we missed you,$5.05 ,TRUE,10/25/22
631,Phillie,Nelthropp,abandoned cart,$2.77 ,FALSE,8/13/22,abandoned cart,$5.77 ,FALSE,1/20/22
632,Lianna,Gloyens,cross product,$3.29 ,FALSE,9/26/22,we missed you,$0.43 ,FALSE,12/20/22
633,Barney,Heineken,abandoned cart,$7.25 ,TRUE,1/24/22,frequency purchase,$2.62 ,TRUE,6/1/22
634,Osbourn,Tratton,welcome,$7.75 ,TRUE,3/10/22,abandoned cart,$0.46 ,TRUE,1/28/22
635,Trish,Enstone,cross product,$9.94 ,FALSE,5/6/22,welcome,$1.99 ,TRUE,1/7/22
636,Emmet,Lytle,cross product,$5.41 ,TRUE,10/20/22,welcome,$0.06 ,TRUE,4/28/22
637,Valerie,Devey,frequency purchase,$3.45 ,FALSE,1/5/22,abandoned cart,$9.43 ,TRUE,3/11/22
638,Fawne,Stairmond,frequency purchase,$1.35 ,FALSE,7/30/22,frequency purchase,$6.05 ,TRUE,1/29/22
639,Pall,Cannon,cross product,$7.49 ,FALSE,5/8/22,abandoned cart,$2.43 ,FALSE,2/27/22
640,Dedra,Martinho,frequency purchase,$3.43 ,FALSE,10/17/22,abandoned cart,$6.27 ,FALSE,4/9/22
641,Tamarah,Sheehan,cross product,$6.05 ,FALSE,4/30/22,welcome,$1.03 ,TRUE,7/21/22
642,Gaby,Bowring,abandoned cart,$9.16 ,FALSE,11/20/22,welcome,$4.77 ,TRUE,4/14/22
643,Dar,Fensome,cross product,$5.89 ,FALSE,10/19/22,welcome,$0.72 ,FALSE,12/25/22
644,Egan,Keeting,frequency purchase,$9.63 ,TRUE,6/4/22,product launch,$7.06 ,TRUE,11/21/22
645,Gordan,Biddwell,frequency purchase,$1.46 ,FALSE,7/6/22,welcome,$4.33 ,FALSE,3/30/22
646,Margarete,Bousfield,frequency purchase,$7.76 ,FALSE,8/9/22,welcome,$1.98 ,FALSE,12/6/22
647,Lorie,Annott,product launch,$1.18 ,TRUE,8/1/22,welcome,$0.65 ,FALSE,4/30/22
648,Bidget,Osban,product launch,$6.34 ,FALSE,1/7/22,we missed you,$8.27 ,TRUE,3/4/22
649,Jud,Guillotin,abandoned cart,$8.27 ,FALSE,7/1/22,frequency purchase,$7.14 ,FALSE,6/18/22
650,Luigi,Bothie,cross product,$1.28 ,FALSE,1/17/22,we missed you,$4.03 ,FALSE,12/27/22
651,Harry,Goghin,frequency purchase,$2.40 ,FALSE,6/5/22,abandoned cart,$7.75 ,TRUE,1/14/22
652,Daisie,Ferry,cross product,$0.55 ,FALSE,12/18/22,product launch,$5.30 ,FALSE,9/17/22
653,Gaspar,Gilmartin,cross product,$2.04 ,FALSE,3/5/22,welcome,$4.55 ,FALSE,10/2/22
654,Pooh,Yurshev,we missed you,$3.51 ,FALSE,5/11/22,frequency purchase,$7.68 ,TRUE,9/3/22
655,Heloise,Menchenton,product launch,$6.93 ,TRUE,8/20/22,frequency purchase,$5.52 ,FALSE,10/23/22
656,Octavius,Waggatt,cross product,$0.20 ,FALSE,3/11/22,welcome,$3.51 ,FALSE,5/4/22
657,Jada,Cragg,product launch,$2.40 ,FALSE,11/22/22,we missed you,$6.42 ,TRUE,2/28/22
658,Ambur,Gebbie,welcome,$8.42 ,FALSE,4/21/22,cross product,$5.42 ,TRUE,6/16/22
659,Aaron,Shermar,product launch,$6.44 ,TRUE,3/22/22,welcome,$6.54 ,TRUE,3/26/22
660,Delia,Jeannesson,cross product,$2.44 ,FALSE,4/24/22,welcome,$6.34 ,FALSE,1/2/22
661,Kaylee,Cavalier,cross product,$2.41 ,TRUE,11/10/22,abandoned cart,$8.23 ,TRUE,7/6/22
662,Grant,Lias,product launch,$0.91 ,FALSE,2/27/22,frequency purchase,$1.84 ,TRUE,4/6/22
663,Mariana,Bungey,frequency purchase,$6.12 ,FALSE,7/4/22,frequency purchase,$4.11 ,FALSE,1/31/22
664,Ada,Cleave,frequency purchase,$7.35 ,FALSE,10/5/22,welcome,$0.66 ,TRUE,6/26/22
665,Brian,Hinstock,frequency purchase,$6.07 ,FALSE,5/17/22,abandoned cart,$0.35 ,FALSE,3/25/22
666,Tiff,Cresswell,cross product,$1.94 ,FALSE,11/25/22,welcome,$1.07 ,TRUE,8/13/22
667,Corrianne,Blampied,we missed you,$2.02 ,FALSE,10/9/22,welcome,$3.89 ,TRUE,9/8/22
668,Sherm,Boleyn,cross product,$1.14 ,FALSE,3/21/22,welcome,$6.86 ,TRUE,6/27/22
669,Leonidas,Seedull,product launch,$4.07 ,TRUE,2/10/22,frequency purchase,$7.05 ,TRUE,3/11/22
670,Dudley,Jillett,cross product,$2.29 ,TRUE,3/11/22,abandoned cart,$9.40 ,TRUE,12/6/22
671,Kaitlynn,Pendlebury,cross product,$0.61 ,TRUE,11/18/22,welcome,$4.64 ,TRUE,9/25/22
672,Tybie,Peppin,we missed you,$9.67 ,FALSE,7/28/22,we missed you,$4.27 ,FALSE,8/5/22
673,Kaleena,Dommerque,cross product,$4.28 ,FALSE,3/2/22,welcome,$7.01 ,FALSE,6/12/22
674,Deana,Laville,frequency purchase,$0.09 ,FALSE,9/13/22,welcome,$6.79 ,TRUE,8/27/22
675,Evanne,Vallow,welcome,$4.70 ,TRUE,11/25/22,product launch,$1.78 ,FALSE,1/19/22
676,Hestia,Cuerda,cross product,$7.34 ,TRUE,3/18/22,welcome,$6.19 ,FALSE,3/28/22
677,Saunders,McConville,cross product,$9.73 ,FALSE,3/5/22,abandoned cart,$3.58 ,FALSE,1/12/22
678,Jesse,Eckford,product launch,$5.21 ,FALSE,7/1/22,abandoned cart,$2.02 ,TRUE,9/16/22
679,Cullen,Gilleson,frequency purchase,$4.58 ,FALSE,5/27/22,welcome,$7.57 ,TRUE,3/16/22
680,Leshia,Quillinane,product launch,$1.11 ,FALSE,9/10/22,welcome,$2.65 ,TRUE,2/28/22
681,Etheline,Miles,cross product,$4.17 ,FALSE,6/18/22,welcome,$8.30 ,TRUE,4/7/22
682,Pippo,Yurkevich,product launch,$6.63 ,TRUE,3/1/22,abandoned cart,$7.78 ,FALSE,9/10/22
683,Maximilien,Charman,frequency purchase,$5.51 ,FALSE,8/3/22,welcome,$5.85 ,TRUE,3/11/22
684,Garek,Palphreyman,frequency purchase,$2.13 ,TRUE,1/17/22,frequency purchase,$2.61 ,FALSE,1/7/22
685,Carline,Lescop,frequency purchase,$9.97 ,TRUE,5/1/22,abandoned cart,$9.30 ,FALSE,3/4/22
686,Bradly,Greasley,frequency purchase,$4.11 ,FALSE,1/22/22,welcome,$7.82 ,FALSE,11/5/22
687,Aubrey,Scroggs,cross product,$8.32 ,TRUE,9/3/22,frequency purchase,$1.60 ,TRUE,11/2/22
688,Granny,Cloake,abandoned cart,$8.42 ,TRUE,6/14/22,frequency purchase,$0.65 ,FALSE,6/4/22
689,Keven,Danielski,cross product,$4.94 ,TRUE,11/14/22,welcome,$0.41 ,FALSE,5/1/22
690,Devina,Moulsdale,cross product,$8.43 ,FALSE,9/5/22,cross product,$4.00 ,FALSE,1/24/22
691,Salmon,Baylay,frequency purchase,$8.84 ,FALSE,4/22/22,frequency purchase,$3.53 ,FALSE,10/11/22
692,Sandy,Callcott,frequency purchase,$2.67 ,TRUE,10/4/22,frequency purchase,$2.87 ,TRUE,1/11/22
693,Jolene,Gatiss,frequency purchase,$8.78 ,TRUE,6/13/22,we missed you,$7.21 ,FALSE,5/26/22
694,Paulette,Rentoul,product launch,$5.47 ,TRUE,9/21/22,abandoned cart,$9.69 ,TRUE,10/29/22
695,Andrey,Cush,frequency purchase,$0.02 ,FALSE,7/28/22,frequency purchase,$0.13 ,FALSE,11/19/22
696,Kelly,Regnard,frequency purchase,$7.76 ,TRUE,6/6/22,we missed you,$2.03 ,FALSE,3/16/22
697,Langsdon,Longbottom,frequency purchase,$0.23 ,TRUE,1/27/22,cross product,$3.85 ,FALSE,12/15/22
698,Virginie,Redpath,frequency purchase,$1.64 ,TRUE,4/22/22,we missed you,$0.26 ,FALSE,9/10/22
699,Pasquale,Smidmor,frequency purchase,$2.58 ,TRUE,8/16/22,product launch,$5.26 ,FALSE,5/13/22
700,Timi,Vequaud,frequency purchase,$2.79 ,FALSE,1/13/22,welcome,$0.21 ,TRUE,8/16/22
701,Zitella,Tallach,product launch,$6.34 ,FALSE,6/25/22,we missed you,$1.78 ,TRUE,12/25/22
702,Lurette,Pearce,abandoned cart,$8.81 ,TRUE,12/25/22,welcome,$1.93 ,TRUE,10/19/22
703,Gray,Luetchford,cross product,$3.63 ,TRUE,4/8/22,abandoned cart,$1.44 ,TRUE,11/11/22
704,Kliment,Bullocke,product launch,$9.43 ,FALSE,10/13/22,abandoned cart,$9.88 ,FALSE,5/8/22
705,Fanechka,Philipeau,we missed you,$8.71 ,TRUE,4/10/22,welcome,$8.94 ,FALSE,5/10/22
706,Dorie,Sarginson,frequency purchase,$7.82 ,TRUE,2/11/22,welcome,$9.85 ,TRUE,4/13/22
707,Mandi,Rothschild,cross product,$1.25 ,FALSE,6/2/22,product launch,$2.03 ,TRUE,1/25/22
